Gene.ID	Gene.Name	HGNC	EntrezGene	RefSeq	transcript_id
ENSG00000132436.11	FIGNL1	FIGNL1	63979	NA;NM_001042762.2;NM_001287492.1;NM_001287493.1;NM_001287495.1	ENST00000356889.8;ENST00000395556.6;ENST00000419119.1;ENST00000420829.5;ENST00000422854.5;ENST00000433017.5;ENST00000435566.5;ENST00000436590.5;ENST00000440350.5;ENST00000448788.1;ENST00000611938.4;ENST00000613602.3;ENST00000615084.4;ENST00000617389.4
ENSG00000132437.17	DDC	DDC	1644	NM_000790.3;NM_001242890.1;NA;NM_001242888.1;NM_001082971.1;NM_001242889.1;NM_001242887.1;NM_001242886.1	ENST00000357936.9;ENST00000380984.4;ENST00000420203.1;ENST00000426377.5;ENST00000430300.5;ENST00000431062.5;ENST00000444124.6;ENST00000615193.4;ENST00000617822.4;ENST00000622873.4
ENSG00000132446.6	FTHL17	FTHL17	53940	NM_031894.2	ENST00000359202.4
ENSG00000132463.13	GRSF1	GRSF1	2926	NM_002092.3;NM_001098477.1;NA	ENST00000254799.10;ENST00000499044.6;ENST00000502323.5;ENST00000514161.5;ENST00000545193.5
ENSG00000132464.11	ENAM	ENAM	10117	NM_031889.2	ENST00000396073.3
ENSG00000132465.10	JCHAIN	JCHAIN	3512	NA;NM_144646.3	ENST00000254801.8;ENST00000391614.7;ENST00000470866.1;ENST00000510437.5;ENST00000510614.5;ENST00000543780.5
ENSG00000132466.18	ANKRD17	ANKRD17	26057	NM_198889.2;NM_015574.1;NM_001286771.2;NA	ENST00000330838.10;ENST00000358602.8;ENST00000509867.6;ENST00000558247.5;ENST00000561029.1;ENST00000639793.1
ENSG00000132467.3	UTP3	UTP3	57050	NM_020368.2	ENST00000254803.3
ENSG00000132470.13	ITGB4	ITGB4	3691	NM_000213.4;NM_001005619.1;NM_001005731.2;NA;NM_001321123.1	ENST00000200181.7;ENST00000449880.6;ENST00000450894.7;ENST00000578318.1;ENST00000579662.5;ENST00000582629.1;ENST00000584939.1
ENSG00000132471.11	WBP2	WBP2	23558	NM_012478.3;NM_001330499.1;NA;NM_001348170.1	ENST00000254806.7;ENST00000433525.6;ENST00000585462.5;ENST00000586257.5;ENST00000587374.5;ENST00000589642.5;ENST00000590221.5;ENST00000591399.5;ENST00000593002.1;ENST00000626827.2
ENSG00000132475.10	H3F3B	H3F3B	3021	NM_005324.4;NA	ENST00000254810.8;ENST00000586270.5;ENST00000586607.5;ENST00000587171.1;ENST00000587560.5;ENST00000589599.5;ENST00000591890.5;ENST00000592643.5
ENSG00000132478.9	UNK	UNK	85451	NA;NM_001080419.2	ENST00000587258.1;ENST00000589666.5
ENSG00000132481.6	TRIM47	TRIM47	91107	NM_033452.2;NA	ENST00000254816.5;ENST00000585333.1;ENST00000586495.1
ENSG00000132485.13	ZRANB2	ZRANB2	9406	NM_005455.4;NM_203350.2;NA	ENST00000254821.10;ENST00000370920.7;ENST00000611683.1
ENSG00000132507.17	EIF5A	EIF5A	1984	NM_001143760.1;NM_001970.4;NM_001143762.1;NM_001143761.1;NA	ENST00000336452.11;ENST00000336458.12;ENST00000416016.2;ENST00000419711.6;ENST00000571955.5;ENST00000572815.5;ENST00000573542.5;ENST00000573714.5;ENST00000576930.5
ENSG00000132510.10	KDM6B	KDM6B	23135	NM_001080424.1;NA	ENST00000254846.9;ENST00000448097.6;ENST00000570632.1
ENSG00000132514.13	CLEC10A	CLEC10A	10462	NM_182906.2;NM_001330070.1;NM_006344.2;NA	ENST00000254868.8;ENST00000416562.6;ENST00000571664.1;ENST00000576549.6;ENST00000576617.5
ENSG00000132517.14	SLC52A1	SLC52A1	55065	NM_017986.3;NM_001104577.1;NA	ENST00000254853.9;ENST00000424747.1;ENST00000512825.6
ENSG00000132518.6	GUCY2D	GUCY2D	3000	NM_000180.3	ENST00000254854.4
ENSG00000132522.15	GPS2	GPS2	2874	NA;NM_004489.4	ENST00000380728.6;ENST00000389167.9;ENST00000570780.5;ENST00000573684.5;ENST00000574458.1;ENST00000577040.2
ENSG00000132530.16	XAF1	XAF1	54739	NM_199139.2;NM_017523.3;NA	ENST00000346752.8;ENST00000361842.7;ENST00000574394.5;ENST00000574907.5
ENSG00000132535.18	DLG4	DLG4	1742	NM_001128827.2;NM_001321075.1;NM_001321074.1;NA	ENST00000302955.10;ENST00000399506.6;ENST00000399510.6;ENST00000447163.5;ENST00000451807.6;ENST00000485100.5;ENST00000486626.7;ENST00000493294.1
ENSG00000132541.10	RIDA	RIDA	10247	NM_005836.2;NA	ENST00000254878.7;ENST00000520507.5;ENST00000521560.1
ENSG00000132549.18	VPS13B	VPS13B	157680	NM_015243.2;NM_152564.4;NM_017890.4;NM_181661.2;NA	ENST00000355155.5;ENST00000357162.6;ENST00000358544.6;ENST00000441350.2;ENST00000521559.1
ENSG00000132554.19	RGS22	RGS22	26166	NM_015668.4;NA;NM_001286693.1;NM_001286692.1	ENST00000360863.10;ENST00000517828.5;ENST00000517843.5;ENST00000519092.5;ENST00000519408.5;ENST00000520117.5;ENST00000523287.5;ENST00000523437.5;ENST00000617334.1
ENSG00000132561.13	MATN2	MATN2	4147	NM_002380.4;NA;NM_030583.3;NM_001317748.1	ENST00000254898.6;ENST00000517321.5;ENST00000518154.5;ENST00000519582.5;ENST00000519585.5;ENST00000520016.5;ENST00000521041.5;ENST00000521689.5;ENST00000522025.6;ENST00000522135.5;ENST00000522270.5;ENST00000524308.5
ENSG00000132563.15	REEP2	REEP2	51308	NA;NM_001271803.1	ENST00000254901.9;ENST00000378339.6;ENST00000506158.5;ENST00000512126.5;ENST00000613650.1
ENSG00000132570.14	PCBD2	PCBD2	84105	NM_032151.4;NA	ENST00000254908.10;ENST00000512783.5
ENSG00000132581.9	SDF2	SDF2	6388	NM_006923.3;NA	ENST00000247020.8;ENST00000587788.1
ENSG00000132589.15	FLOT2	FLOT2	2319	NA;NM_004475.2;NM_001330170.1	ENST00000394906.6;ENST00000394908.8;ENST00000465427.3;ENST00000585169.5
ENSG00000132591.11	ERAL1	ERAL1	26284	NM_001317985.1;NA	ENST00000254928.9;ENST00000580917.2;ENST00000583487.1
ENSG00000132600.16	PRMT7	PRMT7	54496	NM_001290018.1;NM_019023.2;NM_001184824.1;NA	ENST00000339507.9;ENST00000441236.2;ENST00000449359.7;ENST00000565745.5;ENST00000566657.5;ENST00000569047.7;ENST00000569571.5
ENSG00000132603.13	NIP7	NIP7	51388	NM_016101.4;NM_001199434.1;NA	ENST00000254940.9;ENST00000254941.6;ENST00000562523.1;ENST00000567202.5;ENST00000569637.6
ENSG00000132604.10	TERF2	TERF2	7014	NM_005652.4;NA	ENST00000254942.7;ENST00000566051.1;ENST00000566257.5;ENST00000566750.5;ENST00000567296.6;ENST00000567841.1;ENST00000569542.6;ENST00000569584.6
ENSG00000132612.15	VPS4A	VPS4A	27183	NM_013245.2	ENST00000254950.12
ENSG00000132613.14	MTSS1L	MTSS1L	92154	NM_138383.2;NA	ENST00000338779.10;ENST00000562883.6;ENST00000576338.1;ENST00000616026.4
ENSG00000132622.10	HSPA12B	HSPA12B	116835	NM_001197327.1;NM_001318322.1	ENST00000254963.6;ENST00000399701.1
ENSG00000132623.15	ANKEF1	ANKEF1	63926	NM_001303472.1;NM_022096.5	ENST00000378380.4;ENST00000378392.5
ENSG00000132631.5	SCP2D1	SCP2D1	140856	NM_178483.2	ENST00000377428.3
ENSG00000132635.16	PCED1A	PCED1A	64773	NM_001271168.1;NM_022760.4;NA	ENST00000356872.7;ENST00000360652.6;ENST00000439542.1;ENST00000448755.5;ENST00000474714.5
ENSG00000132639.12	SNAP25	SNAP25	6616	NM_001322903.1;NM_001322902.1;NA	ENST00000254976.6;ENST00000304886.6;ENST00000430336.1
ENSG00000132640.14	BTBD3	BTBD3	22903	NM_001282552.2;NM_014962.3;NA;NM_181443.3;NM_001282551.1;NM_001282550.1	ENST00000254977.7;ENST00000378226.6;ENST00000399006.6;ENST00000405977.5;ENST00000422390.5;ENST00000430557.1;ENST00000450368.1;ENST00000455911.5;ENST00000618296.4;ENST00000618918.4
ENSG00000132646.10	PCNA	PCNA	5111	NM_182649.1;NM_002592.2	ENST00000379143.9;ENST00000379160.3
ENSG00000132661.3	NXT1	NXT1	29107	NM_013248.2	ENST00000254998.2
ENSG00000132664.11	POLR3F	POLR3F	10621	NM_001282526.1	ENST00000377603.4
ENSG00000132669.12	RIN2	RIN2	54453	NM_001242581.1;NA	ENST00000255006.10;ENST00000440354.2
ENSG00000132670.20	PTPRA	PTPRA	5786	NM_080840.2;NA;NM_080841.2;NM_002836.3	ENST00000216877.10;ENST00000318266.9;ENST00000356147.3;ENST00000380393.7;ENST00000399903.6;ENST00000430705.5;ENST00000431048.5;ENST00000455631.5
ENSG00000132671.5	SSTR4	SSTR4	6754	NM_001052.2	ENST00000255008.4
ENSG00000132676.15	DAP3	DAP3	7818	NM_033657.2;NM_001199849.1;NM_001199850.1;NA;NM_001199851.1	ENST00000343043.7;ENST00000368336.9;ENST00000421487.6;ENST00000463295.1;ENST00000463575.5;ENST00000465375.5;ENST00000470830.5;ENST00000471214.5;ENST00000471642.6;ENST00000475056.5;ENST00000477394.5;ENST00000479151.5;ENST00000490249.5;ENST00000491777.2;ENST00000497826.5;ENST00000535183.5;ENST00000608852.1
ENSG00000132677.12	RHBG	RHBG	57127	NM_001256395.1	ENST00000537040.5
ENSG00000132680.10	KIAA0907	KIAA0907	22889	NA;NM_014949.3	ENST00000368319.3;ENST00000368320.7;ENST00000368321.7
ENSG00000132681.16	ATP1A4	ATP1A4	480	NM_144699.3;NM_001001734.1	ENST00000368081.8;ENST00000470705.1
ENSG00000132688.10	NES	NES	10763	NM_006617.1	ENST00000368223.3
ENSG00000132692.18	BCAN	BCAN	63827	NM_021948.4;NM_198427.1;NA	ENST00000329117.9;ENST00000361588.5;ENST00000424639.5;ENST00000441358.5;ENST00000457777.6
ENSG00000132693.12	CRP	CRP	1401	NM_000567.2;NA	ENST00000255030.9;ENST00000368110.1;ENST00000368111.5;ENST00000368112.5;ENST00000437342.1
ENSG00000132694.18	ARHGEF11	ARHGEF11	9826	NM_014784.3;NM_198236.2	ENST00000361409.2;ENST00000368194.7
ENSG00000132698.14	RAB25	RAB25	57111	NM_020387.3	ENST00000361084.9
ENSG00000132702.12	HAPLN2	HAPLN2	60484	NM_021817.2;NA	ENST00000255039.5;ENST00000456112.1
ENSG00000132703.3	APCS	APCS	325	NM_001639.3	ENST00000255040.2
ENSG00000132704.15	FCRL2	FCRL2	79368	NM_001159488.1;NR_125358.1;NA	ENST00000361516.7;ENST00000368181.4;ENST00000469986.1
ENSG00000132716.18	DCAF8	DCAF8	50717	NA;NR_028103.1;NM_015726.3;NR_028106.1;NR_028105.1	ENST00000326837.6;ENST00000368073.7;ENST00000368074.5;ENST00000407642.6;ENST00000419626.1;ENST00000440682.5;ENST00000447377.5;ENST00000473382.2;ENST00000475733.5;ENST00000477163.1;ENST00000495887.1;ENST00000610139.5
ENSG00000132718.8	SYT11	SYT11	23208	NM_152280.4	ENST00000368324.4
ENSG00000132740.8	IGHMBP2	IGHMBP2	3508	NM_002180.2;NA	ENST00000255078.7;ENST00000539224.1
ENSG00000132744.7	ACY3	ACY3	91703	NM_080658.1;NA	ENST00000255082.7;ENST00000529256.1
ENSG00000132746.14	ALDH3B2	ALDH3B2	222	NM_000695.3;NA;NM_001031615.1	ENST00000349015.7;ENST00000525827.5;ENST00000528756.5;ENST00000530069.5;ENST00000531248.1
ENSG00000132749.10	TESMIN	TESMIN	9633	NM_004923.3;NA;NM_001039656.1	ENST00000255087.9;ENST00000443940.6;ENST00000543240.1;ENST00000544963.1
ENSG00000132763.14	MMACHC	MMACHC	25974	NM_015506.2;NM_001330540.1	ENST00000401061.8;ENST00000616135.1
ENSG00000132768.13	DPH2	DPH2	1802	NM_001319165.1;NM_001039589.1;NA	ENST00000255108.7;ENST00000396758.6;ENST00000459879.1
ENSG00000132773.11	TOE1	TOE1	114034	NM_025077.3	ENST00000372090.5
ENSG00000132780.16	NASP	NASP	4678	NM_002482.3;NM_152298.3;NA;NM_001195193.1	ENST00000350030.7;ENST00000351223.7;ENST00000372052.8;ENST00000437901.6;ENST00000470768.5;ENST00000525515.5;ENST00000527470.5;ENST00000528238.5;ENST00000531612.5;ENST00000534450.1;ENST00000537798.5;ENST00000629893.1
ENSG00000132781.17	MUTYH	MUTYH	4595	NA;NM_001048172.1;NM_001293195.1;NM_001048171.1;NM_001128425.1;NM_001048174.1	ENST00000354383.10;ENST00000355498.6;ENST00000372098.7;ENST00000372104.5;ENST00000372110.7;ENST00000372115.7;ENST00000412971.5;ENST00000435155.1;ENST00000448481.5;ENST00000450313.5;ENST00000456914.6;ENST00000483127.1;ENST00000488731.6;ENST00000528013.6;ENST00000529892.5;ENST00000529984.5;ENST00000531105.5
ENSG00000132792.18	CTNNBL1	CTNNBL1	56259	NM_030877.4;NA;NM_001281495.1	ENST00000361383.10;ENST00000373469.1;ENST00000373473.5;ENST00000405275.6;ENST00000447935.3;ENST00000621317.4;ENST00000628103.2
ENSG00000132793.11	LPIN3	LPIN3	64900	NR_126051.1;NA;NM_001301860.1	ENST00000373257.7;ENST00000445975.1;ENST00000632009.1
ENSG00000132801.6	ZSWIM3	ZSWIM3	140831	NM_080752.3	ENST00000255152.2
ENSG00000132819.16	RBM38	RBM38	55544	NM_001291780.1;NA;NM_183425.2	ENST00000356208.9;ENST00000371219.2;ENST00000440234.6
ENSG00000132821.11	VSTM2L	VSTM2L	128434	NA;NM_080607.2	ENST00000373459.4;ENST00000373461.8;ENST00000448944.1
ENSG00000132823.10	OSER1	OSER1	51526	NM_016470.7;NA	ENST00000255174.2;ENST00000372970.6
ENSG00000132824.13	SERINC3	SERINC3	10955	NM_198941.2;NM_006811.3;NA	ENST00000255175.5;ENST00000342374.4;ENST00000411544.5
ENSG00000132825.6	PPP1R3D	PPP1R3D	5509	NM_006242.3	ENST00000370996.4
ENSG00000132837.14	DMGDH	DMGDH	29958	NM_013391.3;NA	ENST00000255189.7;ENST00000523732.1
ENSG00000132840.9	BHMT2	BHMT2	23743	NM_017614.4;NA;NM_001178005.1	ENST00000255192.7;ENST00000518666.5;ENST00000521567.1
ENSG00000132842.13	AP3B1	AP3B1	8546	NM_003664.4;NM_001271769.1;NA	ENST00000255194.10;ENST00000519295.5;ENST00000522901.1
ENSG00000132846.5	ZBED3	ZBED3	84327	NM_032367.2;NA	ENST00000255198.2;ENST00000511587.1
ENSG00000132849.19	PATJ	PATJ	10207	NA;NM_176877.2	ENST00000307297.8;ENST00000316485.11;ENST00000371158.6;ENST00000465798.2;ENST00000490547.2;ENST00000494842.2;ENST00000613764.4;ENST00000635137.1
ENSG00000132854.18	KANK4	KANK4	163782	NA;NM_001320269.1;NM_181712.4	ENST00000317477.8;ENST00000354381.3;ENST00000371150.5;ENST00000371153.8
ENSG00000132855.4	ANGPTL3	ANGPTL3	27329	NM_014495.3	ENST00000371129.3
ENSG00000132872.11	SYT4	SYT4	6860	NM_020783.3;NA	ENST00000255224.7;ENST00000590752.5;ENST00000593720.1;ENST00000596867.1
ENSG00000132874.14	SLC14A2	SLC14A2	8170	NM_007163.3;NM_001242692.1	ENST00000255226.10;ENST00000586448.5
ENSG00000132879.13	FBXO44	FBXO44	93611	NM_183412.2;NM_001304791.1;NM_001304790.1;NM_183413.2;NM_001330355.1;NM_001014765.1;NA	ENST00000251546.8;ENST00000251547.9;ENST00000376760.5;ENST00000376762.8;ENST00000376768.5;ENST00000376770.5;ENST00000425796.5;ENST00000471895.1;ENST00000475435.5
ENSG00000132881.11	RSG1	RSG1	79363	NM_030907.3;NA	ENST00000375599.7;ENST00000434014.1
ENSG00000132906.17	CASP9	CASP9	842	NM_001229.4;NM_001278054.1;NM_032996.3;NA;NR_102732.1	ENST00000333868.9;ENST00000348549.9;ENST00000375890.8;ENST00000424908.5;ENST00000440484.1;ENST00000447522.5;ENST00000469637.1;ENST00000546424.5
ENSG00000132911.4	NMUR2	NMUR2	56923	NM_020167.4	ENST00000255262.3
ENSG00000132912.12	DCTN4	DCTN4	51164	NM_001135644.1;NM_001135643.1;NM_016221.3;NA	ENST00000424236.5;ENST00000446090.6;ENST00000447998.6;ENST00000518015.5;ENST00000521533.1;ENST00000521728.5;ENST00000627368.2
ENSG00000132915.10	PDE6A	PDE6A	5145	NM_000440.2;NA	ENST00000255266.9;ENST00000613228.1;ENST00000617647.4
ENSG00000132932.16	ATP8A2	ATP8A2	51761	NA;NM_001313741.1	ENST00000255283.9;ENST00000381655.6
ENSG00000132938.19	MTUS2	MTUS2	23281	NM_015233.5;NA;NM_001033602.2	ENST00000380808.6;ENST00000542829.1;ENST00000612955.4
ENSG00000132950.18	ZMYM5	ZMYM5	9205	NM_001142684.1;NM_001039650.2;NM_001039649.2;NA	ENST00000337963.8;ENST00000382905.8;ENST00000382907.8;ENST00000502168.6
ENSG00000132952.11	USPL1	USPL1	10208	NM_001321532.1;NM_001321533.1	ENST00000255304.8;ENST00000614860.1
ENSG00000132953.16	XPO4	XPO4	64328	NA;NM_022459.4	ENST00000255305.10;ENST00000400602.2
ENSG00000132958.17	TPTE2	TPTE2	93492	NA;NM_130785.3;NM_001141968.1;NM_199254.2	ENST00000255310.10;ENST00000382978.5;ENST00000390680.2;ENST00000400103.6;ENST00000400230.6
ENSG00000132963.7	POMP	POMP	51371	NM_015932.5;NA	ENST00000380842.4;ENST00000460403.1
ENSG00000132964.11	CDK8	CDK8	1024	NM_001260.2;NA	ENST00000381527.7;ENST00000465820.6;ENST00000625988.1
ENSG00000132965.9	ALOX5AP	ALOX5AP	241	NM_001629.3;NM_001204406.1	ENST00000380490.4;ENST00000617770.4
ENSG00000132970.12	WASF3	WASF3	10810	NM_006646.5;NM_001291965.1	ENST00000335327.5;ENST00000361042.8
ENSG00000132972.18	RNF17	RNF17	56163	NM_001184993.1;NA	ENST00000255324.9;ENST00000255325.6;ENST00000339524.3;ENST00000418120.5
ENSG00000132975.7	GPR12	GPR12	2835	NA;NM_005288.3	ENST00000381436.2;ENST00000405846.4
ENSG00000133019.11	CHRM3	CHRM3	1131	NM_000740.2;NA	ENST00000255380.8;ENST00000448020.1;ENST00000615928.4
ENSG00000133020.4	MYH8	MYH8	4626	NM_002472.2	ENST00000403437.2
ENSG00000133026.12	MYH10	MYH10	4628	NM_005964.3;NM_001256012.1;NM_001256095.1;NA	ENST00000269243.8;ENST00000360416.7;ENST00000379980.8;ENST00000411957.1
ENSG00000133027.17	PEMT	PEMT	10400	NM_001267551.1;NM_001267552.1;NM_148173.1;NM_007169.2;NA	ENST00000255389.9;ENST00000395781.6;ENST00000395782.5;ENST00000395783.5;ENST00000435340.6
ENSG00000133028.10	SCO1	SCO1	6341	NM_004589.3;NA	ENST00000255390.9;ENST00000577427.1
ENSG00000133030.20	MPRIP	MPRIP	23164	NA;NM_201274.3;NM_015134.3	ENST00000313485.10;ENST00000341712.8;ENST00000395806.5;ENST00000395811.9;ENST00000414263.5;ENST00000429184.7;ENST00000462033.1;ENST00000466186.2;ENST00000577514.5;ENST00000578209.5;ENST00000579361.1;ENST00000579832.1;ENST00000584067.5
ENSG00000133048.12	CHI3L1	CHI3L1	1116	NM_001276.2;NA	ENST00000255409.7;ENST00000404436.2
ENSG00000133055.8	MYBPH	MYBPH	4608	NM_004997.2;NA	ENST00000255416.8;ENST00000621380.1
ENSG00000133056.13	PIK3C2B	PIK3C2B	5287	NA;NM_002646.3	ENST00000367184.2;ENST00000367187.7;ENST00000415899.1;ENST00000424712.6;ENST00000429009.1
ENSG00000133059.16	DSTYK	DSTYK	25778	NM_199462.2;NM_015375.2;NA	ENST00000367161.7;ENST00000367162.7;ENST00000615388.1
ENSG00000133063.15	CHIT1	CHIT1	1118	NM_001256125.1;NM_001270509.1	ENST00000255427.7;ENST00000367229.5
ENSG00000133065.10	SLC41A1	SLC41A1	254428	NM_173854.5	ENST00000367137.3
ENSG00000133067.17	LGR6	LGR6	59352	NM_021636.2;NM_001017403.1;NA;NM_001017404.1	ENST00000255432.11;ENST00000367278.7;ENST00000423542.5;ENST00000439764.2
ENSG00000133069.15	TMCC2	TMCC2	9911	NM_001297613.1;NM_001331034.1;NM_014858.3;NM_001242925.1;NM_001297611.1	ENST00000329800.7;ENST00000330675.12;ENST00000358024.7;ENST00000545499.5;ENST00000637895.1
ENSG00000133083.14	DCLK1	DCLK1	9201	NM_004734.4;NA;NM_001195416.1;NM_001195415.1	ENST00000255448.8;ENST00000360631.7;ENST00000379892.4;ENST00000379893.5;ENST00000615680.4
ENSG00000133101.9	CCNA1	CCNA1	8900	NM_003914.3;NM_001111046.1;NM_001111045.1;NA	ENST00000255465.6;ENST00000440264.5;ENST00000625767.1;ENST00000630422.2
ENSG00000133103.16	COG6	COG6	57511	NM_001145079.1;NM_020751.2;NA	ENST00000416691.5;ENST00000455146.7;ENST00000630730.1
ENSG00000133104.12	SPART	SPART	23111	NM_001142294.1;NM_015087.4;NM_001142295.1;NM_001142296.1	ENST00000355182.8;ENST00000438666.6;ENST00000451493.5;ENST00000494062.2
ENSG00000133105.7	RXFP2	RXFP2	122042	NM_130806.3;NM_001166058.1	ENST00000298386.6;ENST00000380314.2
ENSG00000133106.14	EPSTI1	EPSTI1	94240	NM_033255.3;NM_001002264.2;NM_001330543.1;NA	ENST00000313624.11;ENST00000313640.11;ENST00000398762.7;ENST00000537828.5
ENSG00000133107.14	TRPC4	TRPC4	7223	NM_001135958.1;NM_001135957.1;NM_001135955.1;NM_001135956.1;NA;NM_016179.2	ENST00000338947.9;ENST00000355779.6;ENST00000358477.6;ENST00000379673.2;ENST00000379679.5;ENST00000379705.7;ENST00000426868.6;ENST00000625583.2
ENSG00000133110.14	POSTN	POSTN	10631	NM_001135934.1;NM_001286665.1;NM_006475.2;NM_001330517.1;NM_001135935.1;NM_001286666.1	ENST00000379742.4;ENST00000379743.8;ENST00000379747.8;ENST00000379749.8;ENST00000541179.5;ENST00000541481.5
ENSG00000133111.3	RFXAP	RFXAP	5994	NM_000538.3	ENST00000255476.2
ENSG00000133112.16	TPT1	TPT1	7178	NA;NM_001286273.1;NM_001286272.1	ENST00000309246.9;ENST00000379055.5;ENST00000379056.5;ENST00000379060.8;ENST00000527226.2;ENST00000528619.5;ENST00000530245.5;ENST00000530705.5;ENST00000616577.4
ENSG00000133114.17	GPALPP1	GPALPP1	55425	NA;NM_001316951.1	ENST00000357537.4;ENST00000361121.6;ENST00000379151.8;ENST00000611650.1
ENSG00000133115.11	STOML3	STOML3	161003	NM_145286.2;NM_001144033.1	ENST00000379631.8;ENST00000423210.1
ENSG00000133116.7	KL	KL	9365	NM_004795.3	ENST00000380099.3
ENSG00000133119.12	RFC3	RFC3	5983	NM_002915.3;NM_181558.2;NA	ENST00000380071.7;ENST00000434425.5;ENST00000616236.1
ENSG00000133121.20	STARD13	STARD13	90627	NM_178007.2;NM_001243476.2;NM_052851.2;NA	ENST00000255486.8;ENST00000336934.9;ENST00000399365.7;ENST00000439831.1;ENST00000567873.1
ENSG00000133124.11	IRS4	IRS4	8471	NM_003604.2	ENST00000372129.3
ENSG00000133131.14	MORC4	MORC4	79710	NM_001085354.2;NM_024657.4;NA	ENST00000255495.7;ENST00000355610.8;ENST00000604604.1
ENSG00000133134.11	BEX2	BEX2	84707	NM_001168401.1;NM_032621.3;NA;NM_001168399.1	ENST00000372674.5;ENST00000372677.7;ENST00000449185.1;ENST00000536889.1
ENSG00000133135.13	RNF128	RNF128	79589	NM_194463.1;NM_024539.3;NA	ENST00000255499.2;ENST00000324342.7;ENST00000418562.5
ENSG00000133138.19	TBC1D8B	TBC1D8B	54885	NA;NM_198881.1;NM_017752.2	ENST00000276175.7;ENST00000310452.6;ENST00000357242.9;ENST00000431860.1;ENST00000460545.1;ENST00000481617.6
ENSG00000133142.17	TCEAL4	TCEAL4	79921	NM_001300901.1;NM_001305841.1;NA;NM_001305842.1;NM_001006935.2;NM_001305840.1	ENST00000372629.4;ENST00000415568.2;ENST00000425011.1;ENST00000434216.2;ENST00000459722.1;ENST00000468024.5;ENST00000469586.1;ENST00000472484.5;ENST00000472745.1;ENST00000490644.5;ENST00000494801.5;ENST00000613326.4
ENSG00000133169.5	BEX1	BEX1	55859	NM_018476.3	ENST00000372728.3
ENSG00000133193.12	FAM104A	FAM104A	84923	NM_001289411.1;NM_001098832.1;NM_001289412.1;NA;NM_001289410.1	ENST00000403627.7;ENST00000405159.7;ENST00000579872.1;ENST00000580032.1;ENST00000581110.1;ENST00000583024.1
ENSG00000133195.11	SLC39A11	SLC39A11	201266	NM_139177.3;NM_001159770.1;NA	ENST00000255559.7;ENST00000542342.6;ENST00000578620.1;ENST00000579018.5;ENST00000579732.5;ENST00000580557.5;ENST00000581581.1;ENST00000582769.5;ENST00000583146.5;ENST00000583715.5
ENSG00000133216.16	EPHB2	EPHB2	2048	NA;NM_017449.4;NM_001309192.1;NM_001309193.1	ENST00000374627.1;ENST00000374630.7;ENST00000374632.7;ENST00000400191.7;ENST00000544305.5
ENSG00000133226.16	SRRM1	SRRM1	10250	NM_001303448.1;NM_001303449.1;NA	ENST00000323848.13;ENST00000374389.8;ENST00000447431.6;ENST00000593639.5;ENST00000596378.1
ENSG00000133243.8	BTBD2	BTBD2	55643	NM_017797.3;NA	ENST00000255608.8;ENST00000587742.5;ENST00000587825.1;ENST00000588395.1;ENST00000590646.5;ENST00000592082.5
ENSG00000133246.11	PRAM1	PRAM1	84106	NM_032152.4;NA	ENST00000423345.4;ENST00000600262.1
ENSG00000133247.13	KMT5C	KMT5C	84787	NM_032701.3;NA	ENST00000255613.7;ENST00000630497.1
ENSG00000133250.13	ZNF414	ZNF414	84330	NM_032370.2;NM_001146175.1;NA	ENST00000255616.8;ENST00000393927.8;ENST00000593661.5;ENST00000594748.5;ENST00000596772.5
ENSG00000133256.12	PDE6B	PDE6B	5158	NM_000283.3;NM_001145292.1;NA	ENST00000255622.10;ENST00000429163.6;ENST00000461490.1;ENST00000465426.5;ENST00000471824.6;ENST00000487902.5;ENST00000488061.5;ENST00000496514.5
ENSG00000133265.10	HSPBP1	HSPBP1	23640	NM_001130106.1;NA;NM_001297600.1	ENST00000255631.9;ENST00000433386.6;ENST00000585698.1;ENST00000585927.1;ENST00000587551.1;ENST00000587922.5;ENST00000587959.1;ENST00000588971.1;ENST00000593263.5
ENSG00000133275.15	CSNK1G2	CSNK1G2	1455	NM_001319.6;NA	ENST00000255641.12;ENST00000585957.2;ENST00000585959.2;ENST00000589350.2;ENST00000589385.5;ENST00000591002.5;ENST00000591752.5
ENSG00000133302.12	SLF1	SLF1	84250	NM_032290.3;NA	ENST00000265140.9;ENST00000504099.5
ENSG00000133313.14	CNDP2	CNDP2	55748	NM_018235.2;NM_001168499.1;NA	ENST00000324262.8;ENST00000324301.12;ENST00000577355.2;ENST00000577600.5;ENST00000579583.5;ENST00000579624.1;ENST00000579847.5;ENST00000580672.5;ENST00000581272.5;ENST00000581513.5;ENST00000581912.1;ENST00000582589.5;ENST00000582666.5;ENST00000583203.5;ENST00000583216.5;ENST00000583785.5;ENST00000584613.5;ENST00000584768.5
ENSG00000133315.10	MACROD1	MACROD1	28992	NM_014067.3	ENST00000255681.6
ENSG00000133316.15	WDR74	WDR74	54663	NA;NM_001307977.1;NM_018093.3	ENST00000278856.8;ENST00000311713.11;ENST00000525239.5;ENST00000525752.5;ENST00000529106.5;ENST00000536401.1;ENST00000538098.2
ENSG00000133317.14	LGALS12	LGALS12	85329	NM_001142536.1;NM_001142535.1;NM_033101.3;NM_001142537.1;NM_001142538.1	ENST00000255684.9;ENST00000340246.9;ENST00000394618.7;ENST00000415491.6;ENST00000425950.2
