Gene.ID	Gene.Name	HGNC	EntrezGene	RefSeq	transcript_id
ENSG00000046889.18	PREX2	PREX2	80243	NM_024870.3	ENST00000288368.4
ENSG00000047056.14	WDR37	WDR37	22884	NM_014023.3;NA	ENST00000263150.8;ENST00000358220.5;ENST00000381329.5;ENST00000436154.1;ENST00000620998.4
ENSG00000047188.15	YTHDC2	YTHDC2	64848	NM_022828.3;NA	ENST00000161863.8;ENST00000514720.1;ENST00000515883.5
ENSG00000047230.14	CTPS2	CTPS2	56474	NM_175859.2;NM_019857.4;NM_001144002.1;NA	ENST00000359276.8;ENST00000380241.7;ENST00000443824.5;ENST00000455276.1
ENSG00000047249.17	ATP6V1H	ATP6V1H	51606	NM_213619.2;NM_015941.3;NM_213620.2;NA	ENST00000355221.7;ENST00000359530.6;ENST00000396774.6;ENST00000520188.5;ENST00000521275.5;ENST00000524234.1
ENSG00000047315.15	POLR2B	POLR2B	5431	NM_000938.2;NM_001303268.1;NA;NM_001303269.1	ENST00000314595.5;ENST00000381227.5;ENST00000431623.6;ENST00000433463.1;ENST00000441246.6;ENST00000450656.5;ENST00000639658.1
ENSG00000047346.12	FAM214A	FAM214A	56204	NM_019600.3;NA;NM_001286495.1	ENST00000261844.11;ENST00000399202.8;ENST00000546305.6;ENST00000561490.5;ENST00000561543.5;ENST00000562135.5;ENST00000562351.2;ENST00000566768.5;ENST00000568637.5;ENST00000568863.1;ENST00000619572.4
ENSG00000047365.11	ARAP2	ARAP2	116984	NM_015230.3;NA	ENST00000303965.8;ENST00000506189.1;ENST00000511416.1;ENST00000618163.1
ENSG00000047410.13	TPR	TPR	7175	NM_003292.2;NA	ENST00000367478.8;ENST00000451586.1;ENST00000613151.1
ENSG00000047457.13	CP	CP	1356	NM_000096.3;NA	ENST00000264613.10;ENST00000455472.3;ENST00000479771.5;ENST00000494544.1
ENSG00000047578.12	KIAA0556	KIAA0556	23247	NM_015202.3;NA	ENST00000261588.8;ENST00000568258.5;ENST00000618117.1
ENSG00000047579.19	DTNBP1	DTNBP1	84062	NM_183040.2;NM_032122.4;NM_001271667.1;NA;NM_001271669.1	ENST00000338950.9;ENST00000344537.9;ENST00000355917.7;ENST00000462989.6;ENST00000509674.1;ENST00000511762.2;ENST00000622898.4
ENSG00000047597.5	XK	XK	7504	NM_021083.2	ENST00000378616.3
ENSG00000047617.14	ANO2	ANO2	57101	NA;NM_001278596.1	ENST00000327087.12;ENST00000356134.9;ENST00000545860.1;ENST00000546188.5;ENST00000612575.1
ENSG00000047621.11	C12orf4	C12orf4	57102	NM_001304811.1;NA	ENST00000261250.7;ENST00000541014.5;ENST00000542080.5;ENST00000545746.5
ENSG00000047634.14	SCML1	SCML1	6322	NM_001037540.2;NM_006746.5;NA;NM_001037535.2	ENST00000380041.7;ENST00000380043.7;ENST00000380045.7;ENST00000398080.5;ENST00000419185.1
ENSG00000047644.18	WWC3	WWC3	55841	NM_015691.3	ENST00000380861.8
ENSG00000047648.21	ARHGAP6	ARHGAP6	395	NM_013423.2;NM_013427.2;NA;NM_006125.2;NM_001287242.1	ENST00000303025.10;ENST00000337414.8;ENST00000380717.7;ENST00000380718.1;ENST00000380736.5
ENSG00000047662.4	FAM184B	FAM184B	27146	NM_015688.1	ENST00000265018.3
ENSG00000047849.21	MAP4	MAP4	4134	NA;NM_002375.4;NM_001134364.1;NM_030885.3	ENST00000335271.9;ENST00000360240.10;ENST00000383736.3;ENST00000395734.7;ENST00000420772.6;ENST00000423088.5;ENST00000426837.6;ENST00000429422.5;ENST00000434267.5;ENST00000439356.2;ENST00000468075.2;ENST00000633710.1
ENSG00000047932.13	GOPC	GOPC	57120	NM_001017408.2;NM_020399.3;NA	ENST00000052569.10;ENST00000368498.6;ENST00000535237.2
ENSG00000047936.10	ROS1	ROS1	6098	NA;NM_002944.2	ENST00000368507.7;ENST00000368508.7;ENST00000403284.2
ENSG00000048028.11	USP28	USP28	57646	NM_020886.3;NA;NM_001346273.1;NM_001301029.1	ENST00000003302.8;ENST00000537642.1;ENST00000537706.5;ENST00000538224.1;ENST00000538475.5;ENST00000540925.5;ENST00000544750.1;ENST00000544967.5;ENST00000545540.5
ENSG00000048052.21	HDAC9	HDAC9	9734	NM_001321868.1;NM_001321869.1;NA;NM_001321877.1;NM_001204144.2;NM_058176.2;NM_001204148.2;NM_001204147.2;NM_001204145.2	ENST00000401921.5;ENST00000405010.7;ENST00000406072.5;ENST00000406451.8;ENST00000413380.5;ENST00000413509.6;ENST00000417496.6;ENST00000428307.6;ENST00000430454.5;ENST00000432645.6;ENST00000433709.6;ENST00000441542.6;ENST00000441986.5;ENST00000456174.6;ENST00000524023.1;ENST00000622668.4
ENSG00000048140.17	TSPAN17	TSPAN17	26262	NA;NM_012171.2;NM_001006616.2	ENST00000298564.14;ENST00000310032.12;ENST00000503045.5;ENST00000504168.5;ENST00000507471.1;ENST00000508164.5;ENST00000515708.5
ENSG00000048162.20	NOP16	NOP16	51491	NM_001291308.2;NM_001256540.3;NA;NM_001256539.3	ENST00000509257.1;ENST00000614830.4;ENST00000616685.1;ENST00000618911.4;ENST00000619979.4;ENST00000621444.4
ENSG00000048342.15	CC2D2A	CC2D2A	57545	NA;NM_020785.2;NM_001080522.2;NM_001164720.1	ENST00000389652.9;ENST00000424120.5;ENST00000438599.6;ENST00000503292.5;ENST00000503658.2;ENST00000507954.5;ENST00000512702.5;ENST00000514039.5;ENST00000515124.5
ENSG00000048392.11	RRM2B	RRM2B	50484	NM_001172478.1;NA;NM_001172477.1	ENST00000251810.7;ENST00000395912.6;ENST00000519317.5;ENST00000519962.5;ENST00000522368.5;ENST00000621845.1
ENSG00000048405.9	ZNF800	ZNF800	168850	NM_176814.4;NA	ENST00000265827.7;ENST00000393312.5;ENST00000393313.5;ENST00000434602.5;ENST00000436992.5;ENST00000439506.1;ENST00000619291.4
ENSG00000048462.10	TNFRSF17	TNFRSF17	608	NM_001192.2;NA	ENST00000053243.5;ENST00000396495.3;ENST00000562385.1
ENSG00000048471.13	SNX29	SNX29	92017	NA;NM_032167.4	ENST00000562510.1;ENST00000563308.1;ENST00000564791.5;ENST00000566228.5
ENSG00000048540.14	LMO3	LMO3	55885	NM_001243611.1;NA;NM_001001395.2;NM_001243609.1;NM_001243610.1;NM_018640.4;NM_001243613.1;NM_001243612.1	ENST00000261169.10;ENST00000320122.10;ENST00000354662.5;ENST00000441439.6;ENST00000447609.5;ENST00000534946.5;ENST00000535535.5;ENST00000537304.5;ENST00000537757.5;ENST00000538020.1;ENST00000538051.5;ENST00000539534.5;ENST00000540445.5;ENST00000540590.1;ENST00000540848.5;ENST00000541295.5;ENST00000541846.5;ENST00000545436.5;ENST00000546279.5;ENST00000546281.5;ENST00000616247.4
ENSG00000048544.5	MRPS10	MRPS10	55173	NM_018141.3	ENST00000053468.3
ENSG00000048545.13	GUCA1A	GUCA1A	2978	NM_000409.4;NA;NM_001319061.1	ENST00000053469.8;ENST00000372958.1;ENST00000394237.5;ENST00000418175.5;ENST00000541991.5
ENSG00000048649.13	RSF1	RSF1	51773	NM_016578.3;NA	ENST00000308488.10;ENST00000440064.2;ENST00000480887.5;ENST00000526324.5;ENST00000528095.5;ENST00000531026.5;ENST00000532556.1
ENSG00000048707.13	VPS13D	VPS13D	55187	NA;NM_018156.3;NM_015378.3	ENST00000011700.10;ENST00000543766.2;ENST00000613099.4;ENST00000620676.4
ENSG00000048740.18	CELF2	CELF2	10659	NA;NM_001025077.2;NM_001025076.2;NM_006561.3;NM_001083591.1	ENST00000354897.3;ENST00000399850.7;ENST00000416382.6;ENST00000417956.6;ENST00000542579.5;ENST00000608830.5;ENST00000609692.5;ENST00000631460.1;ENST00000631816.1;ENST00000632065.1;ENST00000632728.1;ENST00000633077.1;ENST00000636488.1;ENST00000637215.1;ENST00000638035.1
ENSG00000048828.16	FAM120A	FAM120A	23196	NM_001286722.1;NM_001286724.1;NA;NM_001286723.1	ENST00000277165.10;ENST00000375389.7;ENST00000427765.1;ENST00000446420.2
ENSG00000048991.16	R3HDM1	R3HDM1	23518	NM_015361.3;NM_001282799.1;NM_001282798.1;NM_001282800.1;NA	ENST00000264160.8;ENST00000409478.5;ENST00000409606.5;ENST00000410054.5;ENST00000425804.1;ENST00000429703.6;ENST00000436436.5;ENST00000438014.5;ENST00000441871.5;ENST00000445855.1;ENST00000456040.1;ENST00000628915.2
ENSG00000049089.13	COL9A2	COL9A2	1298	NA;NM_001852.3	ENST00000372736.3;ENST00000372748.7;ENST00000417105.5;ENST00000427563.1
ENSG00000049130.14	KITLG	KITLG	4254	NM_000899.4;NM_003994.5;NA	ENST00000228280.9;ENST00000347404.9;ENST00000357116.4;ENST00000552044.1
ENSG00000049167.13	ERCC8	ERCC8	1161	NM_000082.3;NM_001007234.2	ENST00000265038.9;ENST00000439176.5
ENSG00000049192.14	ADAMTS6	ADAMTS6	11174	NM_197941.3	ENST00000381055.7
ENSG00000049239.12	H6PD	H6PD	9563	NM_004285.3;NM_001282587.1	ENST00000377403.6;ENST00000602477.1
ENSG00000049245.12	VAMP3	VAMP3	9341	NM_004781.3;NA	ENST00000054666.10;ENST00000470357.1
ENSG00000049246.14	PER3	PER3	8863	NM_016831.2;NA;NM_001289862.1;NM_001289861.1	ENST00000361923.2;ENST00000377532.7;ENST00000377541.5;ENST00000613533.4;ENST00000614998.4
ENSG00000049247.13	UTS2	UTS2	10911	NM_021995.2;NM_006786.3;NA	ENST00000054668.5;ENST00000361696.9;ENST00000377516.6
ENSG00000049249.8	TNFRSF9	TNFRSF9	3604	NA;NM_001561.5	ENST00000377507.7;ENST00000474475.1;ENST00000615230.4
ENSG00000049283.17	EPN3	EPN3	55040	NM_017957.2;NA	ENST00000268933.7;ENST00000503246.1;ENST00000503690.5;ENST00000507467.1;ENST00000507709.1;ENST00000514874.5;ENST00000515126.1;ENST00000537145.2
ENSG00000049323.15	LTBP1	LTBP1	4052	NA;NM_001166265.1;NM_206943.2;NM_000627.3;NM_001166264.1	ENST00000402934.5;ENST00000404525.5;ENST00000404816.6;ENST00000407925.5;ENST00000413303.5;ENST00000415140.6;ENST00000418533.6;ENST00000422669.1;ENST00000432635.1;ENST00000468091.2
ENSG00000049449.8	RCN1	RCN1	5954	NM_002901.2;NA	ENST00000054950.3;ENST00000528630.1;ENST00000530348.5;ENST00000532721.1;ENST00000532942.5
ENSG00000049540.16	ELN	ELN	2006	NM_000501.3;NA;NM_001278913.1;NM_001081754.2;NM_001278915.1;NM_001081752.2;NM_001278916.1;NM_001278914.1;NM_001081753.2;NM_001278912.1;NM_001278917.1;NM_001278918.1	ENST00000252034.11;ENST00000320399.10;ENST00000320492.11;ENST00000357036.9;ENST00000358929.8;ENST00000380553.8;ENST00000380562.8;ENST00000380575.8;ENST00000380576.9;ENST00000380584.8;ENST00000414324.5;ENST00000417091.5;ENST00000428787.5;ENST00000429192.5;ENST00000431562.5;ENST00000438880.5;ENST00000438906.5;ENST00000442310.5;ENST00000445912.5;ENST00000458204.5;ENST00000621115.4
ENSG00000049541.10	RFC2	RFC2	5982	NM_181471.2;NM_001278793.1;NA;NM_001278791.1	ENST00000055077.7;ENST00000352131.7;ENST00000485545.5;ENST00000497430.1;ENST00000621097.4
ENSG00000049618.22	ARID1B	ARID1B	57492	NA;NM_020732.3;NM_017519.2	ENST00000319584.11;ENST00000346085.9;ENST00000350026.10;ENST00000400790.3;ENST00000414678.7;ENST00000494260.2;ENST00000635849.1;ENST00000635928.1;ENST00000635957.1;ENST00000636607.1;ENST00000636748.1;ENST00000636930.1;ENST00000637003.1;ENST00000637015.1;ENST00000637532.1;ENST00000637810.1;ENST00000637887.1;ENST00000637904.1;ENST00000638000.1
ENSG00000049656.13	CLPTM1L	CLPTM1L	81037	NM_030782.4;NA	ENST00000320895.9;ENST00000507807.3;ENST00000630539.1
ENSG00000049759.17	NEDD4L	NEDD4L	23327	NA;NM_001243960.1;NM_001144965.1;NM_015277.5;NM_001144967.2;NM_001144966.2;NM_001144971.1;NM_001144970.2;NM_001144964.1;NM_001144969.1	ENST00000256830.13;ENST00000356462.10;ENST00000357895.9;ENST00000382850.8;ENST00000400345.7;ENST00000431212.6;ENST00000435432.6;ENST00000456173.6;ENST00000456986.5;ENST00000586263.5;ENST00000586268.5;ENST00000587190.5;ENST00000587881.1;ENST00000588494.5;ENST00000589054.5;ENST00000592846.5;ENST00000617539.1;ENST00000635997.1
ENSG00000049768.14	FOXP3	FOXP3	50943	NA;NM_001114377.1;NM_014009.3	ENST00000376197.1;ENST00000376199.6;ENST00000376207.8;ENST00000455775.6;ENST00000518685.5;ENST00000557224.5
ENSG00000049769.12	PPP1R3F	PPP1R3F	89801	NM_033215.4;NA;NM_001184745.1	ENST00000055335.10;ENST00000376188.1;ENST00000466508.5;ENST00000471261.2;ENST00000495799.5
ENSG00000049860.13	HEXB	HEXB	3074	NM_000521.3;NA;NM_001292004.1	ENST00000261416.11;ENST00000509579.1;ENST00000511181.5;ENST00000513336.5
ENSG00000049883.14	PTCD2	PTCD2	79810	NM_024754.4;NM_001284403.1;NA;NM_001284404.1;NM_001284405.1	ENST00000380639.9;ENST00000503868.5;ENST00000510676.6;ENST00000536805.5;ENST00000543322.5
ENSG00000050030.13	NEXMIF	NEXMIF	340533	NM_001008537.2;NA	ENST00000055682.10;ENST00000424929.1;ENST00000616200.1
ENSG00000050130.17	JKAMP	JKAMP	51528	NM_001284203.1;NM_001284202.1;NM_001098625.2;NM_001284201.1;NA;NM_001284204.1	ENST00000261247.13;ENST00000356057.9;ENST00000425728.6;ENST00000554271.5;ENST00000554795.1;ENST00000556985.5;ENST00000616435.4
ENSG00000050165.17	DKK3	DKK3	27122	NM_013253.4;NM_001018057.1;NM_001330220.1;NA	ENST00000326932.8;ENST00000396505.6;ENST00000525493.5;ENST00000529338.1;ENST00000533813.5;ENST00000534511.5
ENSG00000050327.14	ARHGEF5	ARHGEF5	7984	NM_005435.3;NA	ENST00000056217.9;ENST00000471847.2;ENST00000474817.5;ENST00000498580.5
ENSG00000050344.8	NFE2L3	NFE2L3	9603	NM_004289.6;NA	ENST00000056233.3;ENST00000607375.1
ENSG00000050393.11	MCUR1	MCUR1	63933	NM_001031713.3;NA	ENST00000379170.8;ENST00000607303.1
ENSG00000050405.13	LIMA1	LIMA1	51474	NM_016357.4;NM_001113546.1;NM_001243775.1;NA;NM_001113547.1	ENST00000341247.8;ENST00000394943.7;ENST00000547825.5;ENST00000550592.1;ENST00000551691.5;ENST00000552491.5;ENST00000552783.5;ENST00000552823.5;ENST00000552909.5
ENSG00000050426.15	LETMD1	LETMD1	25875	NM_015416.4;NM_001243689.1;NM_001300765.1;NA;NR_045017.1;NM_001351330.1	ENST00000262055.8;ENST00000418425.6;ENST00000547008.5;ENST00000547256.1;ENST00000547660.5;ENST00000548209.5;ENST00000548251.5;ENST00000548401.1;ENST00000549340.5;ENST00000550442.5;ENST00000550814.5;ENST00000550929.5;ENST00000551477.5;ENST00000551931.5;ENST00000552739.5;ENST00000553043.1
ENSG00000050438.16	SLC4A8	SLC4A8	9498	NM_001258401.2;NM_001039960.2;NM_001258403.1;NM_001258402.1	ENST00000358657.7;ENST00000453097.6;ENST00000514353.7;ENST00000535225.6
ENSG00000050555.17	LAMC3	LAMC3	10319	NA;NM_006059.3	ENST00000355452.5;ENST00000361069.8
ENSG00000050628.20	PTGER3	PTGER3	5733	NM_198719.1;NA;NM_001126044.1;NM_198715.2;NM_198714.1;NM_198716.1;NM_198717.1	ENST00000306666.9;ENST00000351052.9;ENST00000354608.9;ENST00000356595.8;ENST00000370924.4;ENST00000370931.7;ENST00000370932.6;ENST00000460330.5;ENST00000628037.2
ENSG00000050730.15	TNIP3	TNIP3	79931	NM_024873.5;NM_001128843.2;NM_001244764.1;NA	ENST00000057513.7;ENST00000507879.5;ENST00000509841.1;ENST00000515036.1
ENSG00000050748.17	MAPK9	MAPK9	5601	NA;NM_139068.2;NM_001135044.1;NM_002752.4;NM_139069.2;NM_001308244.1	ENST00000343111.10;ENST00000347470.8;ENST00000393360.7;ENST00000397072.7;ENST00000425491.6;ENST00000452135.6;ENST00000455781.5;ENST00000523583.1;ENST00000539014.5
ENSG00000050767.15	COL23A1	COL23A1	91522	NM_173465.3;NA	ENST00000390654.7;ENST00000407622.2
ENSG00000050820.16	BCAR1	BCAR1	9564	NM_001170717.1;NA;NM_001170715.1;NM_001170714.1;NM_001170716.1;NM_001170720.1;NM_001170718.1;NM_001170719.1	ENST00000162330.9;ENST00000393420.10;ENST00000393422.6;ENST00000418647.7;ENST00000420641.7;ENST00000535626.6;ENST00000538440.6;ENST00000542031.6;ENST00000546196.2;ENST00000561970.1;ENST00000563323.1;ENST00000564028.1;ENST00000566465.1;ENST00000567215.1;ENST00000568864.1;ENST00000569006.1;ENST00000569340.1
ENSG00000051009.10	FAM160A2	FAM160A2	84067	NM_001098794.1;NA	ENST00000265978.8;ENST00000449352.6;ENST00000524416.1
ENSG00000051108.14	HERPUD1	HERPUD1	9709	NM_001010989.2;NA;NM_001272103.1	ENST00000300302.9;ENST00000344114.8;ENST00000379792.6;ENST00000439977.6;ENST00000563343.5;ENST00000563911.5;ENST00000568358.1;ENST00000568651.1;ENST00000569429.5
ENSG00000051128.18	HOMER3	HOMER3	9454	NM_001145724.1;NM_004838.3;NM_001145721.1;NR_027297.1;NM_001145722.1;NA	ENST00000221222.15;ENST00000392351.7;ENST00000433218.6;ENST00000539827.5;ENST00000542541.6;ENST00000594439.5;ENST00000594794.5;ENST00000596482.5;ENST00000599097.1;ENST00000600077.5
ENSG00000051180.16	RAD51	RAD51	5888	NM_002875.4;NM_001164269.1;NM_001164270.1;NA;NM_133487.3	ENST00000267868.7;ENST00000382643.7;ENST00000423169.6;ENST00000526763.5;ENST00000527860.5;ENST00000532743.5;ENST00000557850.5
ENSG00000051341.13	POLQ	POLQ	10721	NM_199420.3;NA	ENST00000264233.5;ENST00000621776.4
ENSG00000051382.8	PIK3CB	PIK3CB	5291	NM_006219.2;NA;NM_001256045.1	ENST00000289153.6;ENST00000461451.1;ENST00000462294.1;ENST00000465581.1;ENST00000477593.5;ENST00000483968.5;ENST00000493568.5;ENST00000544716.5
ENSG00000051523.10	CYBA	CYBA	1535	NM_000101.3;NA	ENST00000261623.7;ENST00000565588.5;ENST00000566229.1;ENST00000567174.5;ENST00000568278.1;ENST00000569359.5
ENSG00000051596.9	THOC3	THOC3	84321	NM_032361.3;NA	ENST00000265097.8;ENST00000432305.6;ENST00000505969.1;ENST00000513482.1;ENST00000514861.5;ENST00000515016.1;ENST00000628318.2
ENSG00000051620.10	HEBP2	HEBP2	23593	NA;NM_014320.2	ENST00000367697.7;ENST00000448741.5;ENST00000607197.5
ENSG00000051825.14	MPHOSPH9	MPHOSPH9	10198	NA;NM_022782.3	ENST00000537854.5;ENST00000539336.2;ENST00000541076.6;ENST00000541437.5;ENST00000541603.6;ENST00000545406.1;ENST00000606320.5;ENST00000606321.1
ENSG00000052126.14	PLEKHA5	PLEKHA5	54477	NM_019012.5;NM_001256787.1;NM_001256470.1;NA;NM_001143821.2;NM_001190860.2	ENST00000299275.10;ENST00000424268.5;ENST00000429027.6;ENST00000536974.5;ENST00000538305.5;ENST00000538714.5;ENST00000538972.1;ENST00000539256.5;ENST00000540972.5
ENSG00000052344.15	PRSS8	PRSS8	5652	NM_002773.4;NA	ENST00000317508.10;ENST00000567531.5;ENST00000567797.1;ENST00000568261.5
ENSG00000052723.11	SIKE1	SIKE1	80143	NA;NM_001102396.1	ENST00000060969.5;ENST00000369528.9
ENSG00000052749.13	RRP12	RRP12	23223	NM_001284337.1;NM_015179.3;NM_001145114.1;NA	ENST00000315563.10;ENST00000370992.8;ENST00000414986.5;ENST00000439965.6;ENST00000487612.1;ENST00000536831.5;ENST00000618765.1;ENST00000622320.4
ENSG00000052795.12	FNIP2	FNIP2	57600	NM_001323916.1;NA	ENST00000264433.10;ENST00000504715.1;ENST00000512986.5
ENSG00000052802.12	MSMO1	MSMO1	6307	NM_006745.4;NM_001017369.2;NA	ENST00000261507.10;ENST00000393766.6;ENST00000504317.1;ENST00000505270.1;ENST00000507013.5
ENSG00000052841.14	TTC17	TTC17	55761	NM_018259.5;NM_001307943.1;NA	ENST00000039989.8;ENST00000299240.10;ENST00000418561.2
ENSG00000052850.5	ALX4	ALX4	60529	NM_021926.3	ENST00000329255.3
ENSG00000053108.16	FSTL4	FSTL4	23105	NM_015082.1;NA	ENST00000265342.11;ENST00000510685.1;ENST00000621681.4
ENSG00000053254.15	FOXN3	FOXN3	1112	NA;NM_001085471.1;NM_005197.3	ENST00000261302.9;ENST00000345097.8;ENST00000553353.5;ENST00000553840.5;ENST00000553904.1;ENST00000555034.5;ENST00000555353.5;ENST00000555855.5;ENST00000556916.5;ENST00000557258.5;ENST00000557572.1;ENST00000615335.4
ENSG00000053328.8	METTL24	METTL24	728464	NM_001123364.1	ENST00000338882.4
ENSG00000053371.12	AKR7A2	AKR7A2	8574	NM_003689.3;NM_001320979.1;NA	ENST00000235835.7;ENST00000330072.9;ENST00000489286.5
ENSG00000053372.4	MRTO4	MRTO4	51154	NM_016183.3	ENST00000330263.4
ENSG00000053438.8	NNAT	NNAT	4826	NM_001322802.1;NM_181689.2	ENST00000062104.3;ENST00000346199.2
ENSG00000053501.12	USE1	USE1	55850	NM_018467.3;NA	ENST00000263897.9;ENST00000445667.6;ENST00000593597.1;ENST00000595101.5;ENST00000596136.5
ENSG00000053524.12	MCF2L2	MCF2L2	23101	NM_015078.3;NA	ENST00000328913.7;ENST00000414362.6;ENST00000447025.6;ENST00000473233.5;ENST00000482017.1;ENST00000640043.1
ENSG00000053702.14	NRIP2	NRIP2	83714	NM_031474.2;NA	ENST00000337508.8;ENST00000542386.1;ENST00000542990.5
ENSG00000053747.15	LAMA3	LAMA3	3909	NM_000227.4;NM_001127717.2;NA;NM_001127718.2	ENST00000269217.10;ENST00000313654.13;ENST00000399516.7;ENST00000586751.5;ENST00000587184.5;ENST00000588004.1;ENST00000588164.2;ENST00000590104.1;ENST00000592519.1
ENSG00000053770.11	AP5M1	AP5M1	55745	NM_018229.3;NA	ENST00000261558.7;ENST00000431972.6;ENST00000554863.1;ENST00000556995.1
ENSG00000053900.10	ANAPC4	ANAPC4	29945	NM_013367.2;NA;NM_001286756.1	ENST00000315368.7;ENST00000505991.1;ENST00000510092.5
ENSG00000053918.15	KCNQ1	KCNQ1	3784	NM_000218.2;NM_181798.1;NA	ENST00000155840.9;ENST00000335475.5;ENST00000380776.4;ENST00000496887.6
ENSG00000054116.11	TRAPPC3	TRAPPC3	27095	NA;NM_001270896.1;NM_014408.4;NM_001270897.1;NM_001270894.1;NM_001270895.1	ENST00000373159.1;ENST00000373162.5;ENST00000373163.5;ENST00000373166.7;ENST00000616074.4;ENST00000616395.4;ENST00000617904.4
ENSG00000054118.13	THRAP3	THRAP3	9967	NM_001321473.1;NM_001321471.1;NA	ENST00000354618.9;ENST00000469141.6;ENST00000478853.1
ENSG00000054148.17	PHPT1	PHPT1	29085	NM_001287342.1;NM_001135861.2	ENST00000247665.11;ENST00000371661.5
ENSG00000054179.11	ENTPD2	ENTPD2	954	NA;NM_001246.3	ENST00000312665.7;ENST00000355097.6
ENSG00000054219.10	LY75	LY75	4065	NM_002349.3	ENST00000263636.4
ENSG00000054267.21	ARID4B	ARID4B	51742	NM_016374.5;NM_031371.3;NM_001206794.1;NA	ENST00000264183.8;ENST00000349213.7;ENST00000366603.6;ENST00000418304.1;ENST00000444620.2
ENSG00000054277.13	OPN3	OPN3	23596	NM_014322.2	ENST00000366554.2
ENSG00000054282.15	SDCCAG8	SDCCAG8	10806	NM_006642.3;NA	ENST00000366541.7;ENST00000435549.1;ENST00000476722.6
ENSG00000054356.13	PTPRN	PTPRN	5798	NM_002846.3;NM_001199763.1;NA;NM_001199764.1	ENST00000295718.6;ENST00000409251.7;ENST00000412847.5;ENST00000423636.6;ENST00000440552.5;ENST00000442029.5;ENST00000443981.5;ENST00000446182.5;ENST00000451506.5
ENSG00000054392.12	HHAT	HHAT	55733	NM_018194.5;NA;NM_001170580.2;NM_001122834.3;NM_001170588.2;NM_001170564.2;NM_001170587.2	ENST00000261458.7;ENST00000367009.2;ENST00000367010.5;ENST00000413764.6;ENST00000426968.2;ENST00000537898.5;ENST00000541565.5;ENST00000545154.5;ENST00000545781.2
ENSG00000054523.17	KIF1B	KIF1B	23095	NM_015074.3;NA;NM_183416.3	ENST00000263934.10;ENST00000377081.5;ENST00000377083.5;ENST00000377086.5;ENST00000377093.8;ENST00000620295.2;ENST00000622724.3;ENST00000635499.1
ENSG00000054598.6	FOXC1	FOXC1	2296	NM_001453.2	ENST00000380874.3
ENSG00000054611.13	TBC1D22A	TBC1D22A	25771	NM_014346.3;NM_001284303.1;NM_001284304.1;NM_001284305.1;NA	ENST00000337137.8;ENST00000355704.7;ENST00000380995.5;ENST00000406733.1;ENST00000407381.7
ENSG00000054654.16	SYNE2	SYNE2	23224	NA;NM_015180.4;NM_182914.2;NM_182913.2;NM_182910.2	ENST00000341472.9;ENST00000344113.8;ENST00000357395.7;ENST00000358025.7;ENST00000458046.6;ENST00000553455.1;ENST00000553801.1;ENST00000554584.5;ENST00000555002.5;ENST00000555241.5;ENST00000557084.1;ENST00000639659.1
ENSG00000054690.13	PLEKHH1	PLEKHH1	57475	NM_020715.2	ENST00000329153.9
ENSG00000054793.13	ATP9A	ATP9A	10079	NA;NM_006045.2	ENST00000311637.9;ENST00000338821.5
ENSG00000054796.12	SPO11	SPO11	23626	NM_198265.1;NA;NM_012444.2	ENST00000345868.8;ENST00000371260.8;ENST00000371263.7;ENST00000418127.5
ENSG00000054803.3	CBLN4	CBLN4	140689	NM_080617.5	ENST00000064571.2
ENSG00000054938.15	CHRDL2	CHRDL2	25884	NM_001304390.1;NM_001278473.2;NA;NM_001304416.1	ENST00000263671.9;ENST00000376332.7;ENST00000525413.5;ENST00000528789.1;ENST00000529912.5;ENST00000622063.4
ENSG00000054965.10	FAM168A	FAM168A	23201	NM_001286050.1;NM_015159.2;NM_001286051.1	ENST00000064778.8;ENST00000356467.4;ENST00000450446.6
ENSG00000054967.12	RELT	RELT	84957	NM_152222.1;NM_032871.3;NA	ENST00000064780.6;ENST00000393580.2;ENST00000545687.5
ENSG00000054983.16	GALC	GALC	2581	NM_000153.3;NA;NM_001201402.1	ENST00000261304.6;ENST00000393568.8;ENST00000393569.6;ENST00000544807.6;ENST00000622264.4
ENSG00000055044.10	NOP58	NOP58	51602	NM_015934.4	ENST00000264279.9
ENSG00000055070.16	SZRD1	SZRD1	26099	NM_001114600.2;NR_073502.1;NM_001271869.1;NA	ENST00000401088.8;ENST00000401089.3;ENST00000471507.5;ENST00000492354.1
ENSG00000055118.14	KCNH2	KCNH2	3757	NM_000238.3;NM_172057.2;NM_172056.2	ENST00000262186.9;ENST00000330883.8;ENST00000430723.4
ENSG00000055130.15	CUL1	CUL1	8454	NM_003592.2;NA	ENST00000325222.8;ENST00000409469.5;ENST00000602748.5;ENST00000617797.1
ENSG00000055147.18	FAM114A2	FAM114A2	10827	NM_018691.3;NA;NM_001317995.1;NM_001317993.1;NM_001317994.1	ENST00000351797.8;ENST00000517605.1;ENST00000518102.5;ENST00000519808.5;ENST00000520313.5;ENST00000520667.5;ENST00000522395.5;ENST00000522634.1;ENST00000522858.5;ENST00000523705.5;ENST00000524246.1
ENSG00000055163.19	CYFIP2	CYFIP2	26999	NA;NM_001291721.1;NM_001291722.1;NM_014376.3;NM_001037333.2	ENST00000435847.6;ENST00000521420.5;ENST00000522463.5;ENST00000611075.4;ENST00000611925.4;ENST00000616178.4;ENST00000617629.4;ENST00000618329.4;ENST00000620254.4
